Numero do medidor;Posicao do medidor lida;Nota de Leitura Atual;Foto do medidor
50687228;54071;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015752990311_000.jpg
51601505;8;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000017502990850_000.jpg
3245096207/3190410624;5747;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000002952998707_000.jpg
90522370;22881;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008653012143_000.jpg
3214285281;117062;NA;NA
3181710895;383632;NA;NA
6252150569/70017946;0;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000010152996068_000.jpg
30373804;13954;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000012103000255_000.jpg
3202891607;14;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000014752992380_000.jpg
3210071066;619;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004753028193_000.jpg
3241926523;1025;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001353010327_000.jpg
3225866340;5220;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000009552996313_000.jpg
3010086010;11394;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000013703001119_000.jpg
3204552486;3542;L131;PSP_EXTRATLEITIMPL_030726_0121_20000000014502987501_000.jpg
3223955230;998;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000002402992545_000.jpg
41210125;29493;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000008252976765_000.jpg
6252249727/3191280490;821;NA;NA
3241205397;19732;NA;NA
3192152223;118125;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000002703015046_000.jpg
3190381497;15279;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001103002008_001.jpg
3193421023;24302;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000902978999_000.jpg
3212086125;1258;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000011153001112_000.jpg
MB71801;28467;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004353022131_000.jpg
3212206449;5420;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004152992829_000.jpg
3011025226;2248;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000015652988499_000.jpg
T51795;17568;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000005302999756_000.jpg
3225420601;43642;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000003353001002_000.jpg
3161420840;233093;NA;NA
3230620597;53;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000012653006003_000.jpg
3223308910;20302;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000013503005002_000.jpg
6252211312/Q73817;99999;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010302990659_000.jpg
3180658687;777398;NA;NA
91289474;5847;B111;PSP_EXTRATLEITIMPL_030726_0121_20000000009502986618_000.jpg
3211284144;30453;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000011152996303_000.jpg
3011163856;2;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000018303004342_000.jpg
5257083154;643;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000017453013096_000.jpg
3205490816;378;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015753000071_000.jpg
3172417140;29296;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000003703013149_000.jpg
3141417834;8726;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000952985565_000.jpg
3181692820;298285;NA;NA
81628327;114;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000017353008976_000.jpg
3244186830/3192207923;59764;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000014952971791_000.jpg
3212901988;3009;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000013302992545_000.jpg
3242360701;54153;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000015552974548_000.jpg
5257009027/3242976150;950;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000002302995695_000.jpg
80808984;38702;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000006053000342_000.jpg
3194025598;237154;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000011403003497_000.jpg
3223309185;1011;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004753014655_001.jpg
3121377909;5155;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000019303010301_000.jpg
3232527128;13244;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000012903000170_000.jpg
3213595007;26214;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000019003004183_000.jpg
3223151344;5918;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000009452992327_000.jpg
3226032982;1666;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000001553007392_000.jpg
3242667637;53048;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000003702992794_000.jpg
3202371115;499;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000012503005337_000.jpg
91382237;7991;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000012653002022_000.jpg
3223595838;4545;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000007902989540_000.jpg
5256490015/3010092212;5145;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000005853003418_000.jpg
3242519883/3191037064;6245;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000012802999378_000.jpg
3161420270;380195;NA;NA
3232883862;94556;NA;NA
80538740;1311;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015852982607_000.jpg
60860424;17151;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000011752987526_000.jpg
3220367214;13487;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000001653014156_000.jpg
3224092180;1866;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000004002999339_000.jpg
3200728385;1061;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000602992328_000.jpg
3154182500;6001;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016202988519_000.jpg
3010263252;40049;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016052997539_000.jpg
3181229607;1684;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001953000699_000.jpg
50007642;8905;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000018653002800_000.jpg
3224397762;3305;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004903015147_000.jpg
60750459;7902;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010452976767_000.jpg
50880354;22912;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000009352999466_000.jpg
3205391672;117;B111;PSP_EXTRATLEITIMPL_030726_0121_20000000014252972784_000.jpg
3222510537;1;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000014852976731_000.jpg
3211285540;54114;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000003153017084_000.jpg
5256569860/3202982726;4876;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000017003022368_000.jpg
3231597661;3995;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001303009403_000.jpg
3244950948/3233438900;54;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004202997854_000.jpg
3181691688;166321;NA;NA
3171746883;64136;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010102991445_000.jpg
3230077206;120313;NA;NA
51576667;6361;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017903008094_000.jpg
P09796;15712;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000006402988618_000.jpg
MA73210;4659;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000011552981725_000.jpg
3242048228;8101;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000013202990550_000.jpg
83083778;26512;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016852999680_000.jpg
3223312330;20866;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000003503013495_000.jpg
3200991469;3547;B111;PSP_EXTRATLEITIMPL_030726_0121_20000000009352995457_000.jpg
3202006280;8937;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010103001001_000.jpg
40729755;73379;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015802978531_000.jpg
MA74475;9788;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000005502992791_000.jpg
MB50294;35;B111;PSP_EXTRATLEITIMPL_030726_0121_20000000016152994315_000.jpg
3152839471;343;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000000752990491_000.jpg
3200055348;7394;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000019602987674_000.jpg
3220270938;15987;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000017152999951_000.jpg
3191125982;27139;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000012652993525_000.jpg
3212929084;4660;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016453012172_000.jpg
5256802297/3221039342;22;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000014802989763_000.jpg
3182556504;11496;L131;PSP_EXTRATLEITIMPL_030726_0121_20000000013852985723_000.jpg
61416374;5123;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004353017340_000.jpg
3180029086;4517;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000017753009500_000.jpg
50818110;0;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000017153016513_000.jpg
3201707004;3959;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000013202991481_001.jpg
3242277901;175705;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000001152997365_000.jpg
3242424246;2340;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000018452999572_001.jpg
MD06917;34102;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000009853009329_000.jpg
6252254410/61230556;582;L131;PSP_EXTRATLEITIMPL_030726_0121_20000000013202993444_000.jpg
3010162779;7253;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000013753001122_000.jpg
3224129059;4261;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016402978704_000.jpg
3225711061;58;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008502991205_000.jpg
3131291948;1769;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000015303017294_000.jpg
3171096722;9892;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000005903009176_000.jpg
3180169295;14862;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015702990298_000.jpg
3172550320;3260;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016402992398_000.jpg
40679057;51526;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000014252974688_000.jpg
3214027932;34558;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001002977626_000.jpg
6251571064/3141763953;768;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000004902997742_000.jpg
3154668526;2703;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015952998017_000.jpg
3171997576;4284;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000003703007350_000.jpg
3244191532/3241202843;1958;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017553000835_001.jpg
60022330;28169;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000019702979833_000.jpg
3121221305;19667;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004453025412_000.jpg
3200955144;8092;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000102999091_000.jpg
61489770;34523;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000002603013350_000.jpg
3202929558;12954;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000005602982411_000.jpg
T03868;41519;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000013302975926_000.jpg
6251273284/660060774;198;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000009952966928_000.jpg
3131882075;114600;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000003503024006_000.jpg
3150578468;11722;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000019652985978_000.jpg
145579B;54405;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000012802989566_000.jpg
81613940;56220;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000012252980711_000.jpg
3212473501;117418;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000005502998656_000.jpg
3201628082;134271;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000019702988535_000.jpg
121707B;83295;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000007852995562_000.jpg
3204609739;25981;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000002803006516_000.jpg
3204220963;10595;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016402988512_000.jpg
3201590913;565730;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000014352978384_000.jpg
3010098470;79228;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000353002501_000.jpg
3194028511;57132;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000019153005501_000.jpg
3193427579;129817;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004603029544_000.jpg
3200436775;23564;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000016002988355_000.jpg
81595470;19038;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000019702980693_000.jpg
3193017656;594;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015352991541_000.jpg
3224889258;646;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008202984567_000.jpg
3010263912;28621;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008952989164_000.jpg
3154515274;5723;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000009003007192_000.jpg
640146699;43582;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000012352976635_000.jpg
3210549250;4753;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000013902991545_000.jpg
ME49230;15617;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017753004644_000.jpg
3243980533;204;M141;PSP_EXTRATLEITIMPL_030726_0121_20000000004603040163_000.jpg
H92596;42392;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010903008119_000.jpg
H07072;8665;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000011153001116_000.jpg
70964350;21724;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000852981532_000.jpg
3161394520;2183;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010252995127_000.jpg
5257796762/3233279373;99999;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017852996799_000.jpg
61864296;3073;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004403007257_000.jpg
3241630640;51442;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000016252989567_000.jpg
81604525;1896;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000007502994577_000.jpg
6252001806/3154776892;585;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010152993341_000.jpg
3150880377;285055;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000003103022142_000.jpg
3171385058;74239;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015652999136_000.jpg
3191230379;9278;NA;NA
3231036295;13156;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000005602970686_000.jpg
3141863362;96252;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000003403007189_000.jpg
3212446814;38034;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004903008409_000.jpg
3200053213;7076;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000053007270_000.jpg
3193288072;52474;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000014302999192_000.jpg
82952004;28621;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000003003006335_000.jpg
3241203866;32579;NA;NA
3201339617;4305;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004103006153_000.jpg
3222793857;1857;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000006603018125_000.jpg
X80312;10209;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000006603008489_000.jpg
3213399453;11488;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004403006168_000.jpg
3131803230;132941;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015652997038_000.jpg
70002671;94810;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000052983929_000.jpg
N45528;31575;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001502986816_000.jpg
3211289790;84584;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000010003004229_000.jpg
3202530868;3880;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000001502988800_000.jpg
MV60936;12061;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000018452990731_000.jpg
71224970;18771;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000018852983943_000.jpg
81261768;59834;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010952992309_000.jpg
3213989935;2700;R111;PSP_EXTRATLEITIMPL_030726_0121_20000000006903009001_000.jpg
5256565317/3202844005;142;B111;PSP_EXTRATLEITIMPL_030726_0121_20000000018052981738_000.jpg
3223333302;8464;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000007953008047_000.jpg
3204063787;365;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000011352978507_000.jpg
3180077536;16572;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017853015182_000.jpg
3171835495;67368;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016502986453_000.jpg
3191127667;30516;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001502996500_000.jpg
Q26576;20539;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000003602999509_000.jpg
3242349503/3232901445;0;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000009352990542_000.jpg
90911112;48356;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004753011641_000.jpg
3132249848;97912;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008502966891_000.jpg
3220239380;43169;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000004053022024_000.jpg
120963B;51890;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000018202981963_000.jpg
3212587604;59862;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000000302969896_000.jpg
6251975165;173;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015652997039_000.jpg
3245153723/3154879950;3396;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008653006395_000.jpg
3200429264;19461;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000014452989330_000.jpg
71674401;21431;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000006103005345_000.jpg
41348372;45811;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000014902983693_000.jpg
3193475476;40242;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000007452993585_000.jpg
3200653415;10829;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000007452993586_000.jpg
132191B;81711;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008802992499_000.jpg
3011179396;46254;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016903008728_000.jpg
3203918282;191994;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000017853000740_000.jpg
3130302830;158678;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000253009534_000.jpg
3231086527;8823;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000017103006560_000.jpg
70292B;93940;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000013302992550_000.jpg
6251971488/30533879;99999;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017952988588_000.jpg
3180730876;25448;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000952995141_000.jpg
3140839247;675229;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016152972852_000.jpg
3223332802;78271;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000009652975994_000.jpg
3190402028;42488;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000000152979771_000.jpg
3211279698;43300;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000007003002576_000.jpg
135251B;5477;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001652991845_000.jpg
3130323048;144784;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000009752982738_000.jpg
3225678412;844;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000014552991519_000.jpg
3182387435;0;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000016853001738_000.jpg
3225178185;10339;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000019203003510_000.jpg
3190011770;63053;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000005552992612_000.jpg
5257487816/3241200220;9468;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017553015496_000.jpg
3172764958;33982;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010552994446_001.jpg
3220284548;12133;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000002303001601_000.jpg
3161007888;23524;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000019953004524_000.jpg
3160038445;118656;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000007103005128_000.jpg
3010252421;57719;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000005053028155_000.jpg
3220951692;1;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000012053009134_000.jpg
3170623940;10426;NA;NA
41045779;44655;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000010352999371_000.jpg
3203911946;94313;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000014202971771_000.jpg
3225739608;9369;M141;PSP_EXTRATLEITIMPL_030726_0121_20000000014303001143_000.jpg
6252092267/NF16379;99999;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000019602983959_000.jpg
3223618307;16354;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000007203018002_000.jpg
3230583632;1328;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000004803014481_000.jpg
3151315304;1655;T111;PSP_EXTRATLEITIMPL_030726_0121_20000000011002998483_000.jpg
3231224458;3244;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000009452990478_000.jpg
3225956870;15682;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000001753001615_000.jpg
MB90220;199;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000017553013608_000.jpg
6252206467/MG33850;99999;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000004253015527_000.jpg
6252206386/MC06979;99999;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000013202990553_000.jpg
3231065996;407;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000009402986373_001.jpg
3225627656;502;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000019403008310_000.jpg
3204604761;18253;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000014952986291_000.jpg
3160934424;9934;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000012952985356_000.jpg
30157346;30786;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008802995501_000.jpg
6251605910/50556298;11240;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000003753002174_000.jpg
3214286890;4803;NA;NA
3211652240;91830;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016002990371_000.jpg
3204298555;42849;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000003352998193_000.jpg
3181693176;190533;NA;NA
NF72897;442;NA;NA
81966540;498452;NA;NA
40623B;4;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000006853021207_000.jpg
3244388913;22646;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000008703003488_000.jpg
MG42120;14131;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000016953017183_000.jpg
5260370652/3221604759;0;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000006203005197_001.jpg
3245341449;1127;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000011352986223_000.jpg
202446;4130;L101;PSP_EXTRATLEITIMPL_030726_0121_20000000007753010206_000.jpg
155797B;95634;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000012603002222_000.jpg
3230982383;15712;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000015952998019_000.jpg
3201262371;15;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000009053000001_000.jpg
3161129789;13463;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017903013006_000.jpg
5257455108/201921;733;NA;NA
3224119568;5242;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000013853001350_000.jpg
3212722161;41029;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000014752992384_000.jpg
E78458;24373;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000007353005466_000.jpg
MD11839;99322;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000008303001400_000.jpg
MD69559;38266;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000002803010402_000.jpg
3161133883;72157;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000011952993363_000.jpg
F31620;2460;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000017653004745_000.jpg
H52264;83107;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000013202981746_000.jpg
3214283360;238886;NA;NA
78675B;88914;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000014352974473_000.jpg
3192148463;95085;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000015353005244_000.jpg
144818B;82759;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000003603012172_000.jpg
3212580103;78944;T181;PSP_EXTRATLEITIMPL_030726_0121_20000000001703003193_000.jpg
70603276;0;P111;PSP_EXTRATLEITIMPL_030726_0121_20000000016603027188_000.jpg
3201980029;1005;NA;PSP_EXTRATLEITIMPL_030726_0121_20000000009753004180_000.jpg
