Numero do medidor;Posicao do medidor lida;Nota de Leitura Atual;Foto do medidor
70979110;11721;T111;PSP_EXTRATLEITIMPL_200526_0352_20000000014802962849_000.jpg
3210208258;5183;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000013152965800_000.jpg
3242321102;764;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000003502998121_000.jpg
3241628832;9470;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000014852955836_000.jpg
60786550;1953;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000002202980368_000.jpg
5257178180/3243616548/MB98705;2893;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000008902961770_000.jpg
3244272222/3222579553;5194;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000000902973527_000.jpg
3231579957;2477;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004752995523_000.jpg
3191095161;33645;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000010202969726_000.jpg
80081324;9977;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000002202972621_000.jpg
40634126;4;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000012752951884_000.jpg
30726189;1178;T111;PSP_EXTRATLEITIMPL_200526_0352_20000000009502980136_000.jpg
3242527649;39940;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000019802995209_000.jpg
3242391542;7054;T181;PSP_EXTRATLEITIMPL_200526_0352_00000000000211759521_000.jpg
H062556;27;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000004453003317_000.jpg
3190004731;252081;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000006202979338_000.jpg
6251616220/3230883377;1694;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000013502955911_000.jpg
V45546;54;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000016502950880_000.jpg
3244518485/V46029;254;T111;PSP_EXTRATLEITIMPL_200526_0352_20000000011102952890_000.jpg
50368254;16240;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000008602957896_000.jpg
3151232425;7579;NA;NA
80254881;881894;NA;NA
3213814779;1766;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000010402952856_000.jpg
3212723680;30528;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000008352984542_000.jpg
3180667902;57706;NA;NA
3222732343;36058;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000014152970157_000.jpg
3191427423;10708;NA;NA
3193205908;20881;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000006252981743_000.jpg
3213031162;12187;NA;NA
3120917837;12139;NA;NA
3170010417;4601;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000802966524_000.jpg
3120586814;40121;NA;NA
3131570812;7955;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000001752978695_000.jpg
3222758180;14391;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000000352974771_000.jpg
3220332062;14835;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000014602986256_000.jpg
3231372023;10780;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000016202972247_000.jpg
3180444806;68434;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004753001233_000.jpg
3214288930;28594;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000014752971238_000.jpg
3171799537;39463;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000014402971241_000.jpg
MG39000;88521;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000001602986535_000.jpg
3203710800;1177;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000005702979637_000.jpg
3171563347;1787;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000010702981468_000.jpg
3132721962;4690;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000012252972494_000.jpg
83630221;3449;B111;PSP_EXTRATLEITIMPL_200526_0352_20000000007402970690_000.jpg
3151327434;2599;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000019102976757_000.jpg
3212024448;2511;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000017052982744_000.jpg
3201202344;2002;NA;NA
3171785269;87895;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000006402965852_000.jpg
3131481666;3043;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000010802964600_000.jpg
80682824;1569;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000011452961759_000.jpg
3225473659;8708;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000802949840_000.jpg
3222758113;43896;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000007302953982_000.jpg
3011076673;14257;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000003202996117_000.jpg
3152852834;5521;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000017352990911_000.jpg
5257814043/3213879242;18447;B131;PSP_EXTRATLEITIMPL_200526_0352_20000000019152969862_000.jpg
3244132790/W32235;851;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004452988883_000.jpg
5257895175/3205384900;1242;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000007952958886_000.jpg
5256574332/3201202476;2671;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000003852972733_000.jpg
MC23835;20220;M101;PSP_EXTRATLEITIMPL_200526_0352_20000000010702968834_000.jpg
3242918575;9321;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000004352993363_000.jpg
40275193;21101;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000019002978373_000.jpg
640144122;10323;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000010552976383_000.jpg
71003132;11040;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000018952984341_000.jpg
3151504484;15414;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004652991344_000.jpg
70611643;238;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000009502972605_000.jpg
NQ20574;27351;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000008402962598_000.jpg
3180659292;414714;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000008402962599_000.jpg
3230003580;9889;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000000352978606_000.jpg
3242340301/3231111335;8438;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000005402988640_000.jpg
3241583804;17558;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000005302986654_000.jpg
5256649286/640062517;647;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000006202980345_000.jpg
3011088976;1543;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000005952972753_000.jpg
3212832153;26;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000012802980212_000.jpg
3154912109;26606;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000001552970872_000.jpg
640063424;19447;NA;NA
3160703988;18675;NA;NA
6251468883/NU10525;1331;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004002958943_000.jpg
3190573019;99999;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000010552973522_000.jpg
3154011381;13967;B131;PSP_EXTRATLEITIMPL_200526_0352_20000000000202969107_000.jpg
3141959912;15929;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004953009129_000.jpg
3231352502;26232;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000019452987347_000.jpg
3222740702;72845;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000003952977231_000.jpg
3241561452;11674;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000008552974457_000.jpg
3153131510;41162;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004052998222_000.jpg
3244204308;5;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000011602940967_000.jpg
50938662;3478;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004402967895_000.jpg
3212503010;145509;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000006802984424_000.jpg
3170149369;9562;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000752968505_000.jpg
60916047;61530;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000018902981563_000.jpg
3212675155;2436;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000003952973508_000.jpg
3202834239;9874;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000007452974625_000.jpg
NF82637;20114;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000014802972730_000.jpg
5255957971/5256972737/5255957971/3225176662;41633;NA;NA
3132390613;30104;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000502956722_000.jpg
3154136516;13924;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000011052962771_000.jpg
3151841740;1866;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004102981205_000.jpg
3210902332;2015;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000012902968588_000.jpg
3212838909;1309;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000652970431_000.jpg
3245094506/3132748879;3092;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000009652951972_000.jpg
NF91438;36948;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000102951901_000.jpg
3225777410;19855;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000018802952919_000.jpg
3242497740/3221855077;7315;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000018702988023_000.jpg
3193650685;4925;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000007902970720_000.jpg
3191654721;4151;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000013352964734_000.jpg
5257046470/L73677;0;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000014552967760_000.jpg
3011014193;45139;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000019902967940_000.jpg
3223358453;22045;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000011002953938_000.jpg
3212512760;60774;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000006402973503_000.jpg
3222768429;14900;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000006652990217_000.jpg
70239442;78500;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000802972251_000.jpg
3225140013;17059;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000009002984136_000.jpg
3141526277;11407;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000005003000118_000.jpg
3172760170;606365;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000002202954958_000.jpg
3190444758;9275;NA;NA
3211166354;24393;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000002502991318_000.jpg
61908196;22661;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000005802958981_000.jpg
3212185298;2273;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000010652947901_000.jpg
3011016843;3286;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000003202978884_000.jpg
3213949321;3523;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000004202983783_000.jpg
3192469391;34007;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000702943869_000.jpg
5256763739/650075625;3160;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000009552950895_000.jpg
3202485412;10676;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000014752948854_000.jpg
3242204050;2946;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000008702964902_000.jpg
3243647788/3183260048;10801;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000017852981774_000.jpg
3202459322;5950;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000007652966744_000.jpg
3130290352;94;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000007552981088_000.jpg
3231121489;11166;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000003852985125_000.jpg
3140277435;9663;NA;NA
3140271780;17949;NA;NA
3242378775;12075;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000015852963678_000.jpg
3140270724;8936;NA;NA
3140370745;10417;NA;NA
3152602080;18698;NA;NA
3152605152;12340;NA;NA
60470570;76371;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000016752971872_000.jpg
3193298817;12285;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000019202985231_000.jpg
3151828786/3151828840;19123;NA;NA
3222335034;12377;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000003852975636_000.jpg
3172020894;6203;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000016302969647_000.jpg
3201157322;1865;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000001452978793_000.jpg
3231124038/3131191544;0;T161;PSP_EXTRATLEITIMPL_200526_0352_20000000001752969887_001.jpg
3205490204;2263;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000019602958982_000.jpg
3223842215;32498;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000009102954893_000.jpg
3153124980;8403;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000015602961866_000.jpg
3223336166;23330;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000009602966858_000.jpg
3190376280;100516;T111;PSP_EXTRATLEITIMPL_200526_0352_20000000015302980842_000.jpg
3183135553;586;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000007702981520_000.jpg
3212740666;7619;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000017652986706_000.jpg
3244314367/MV38269;3999;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000003002975741_000.jpg
3212572003;97082;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000017152987743_000.jpg
3223296032;37501;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000013402992109_000.jpg
3011205251;61355;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000018752985110_000.jpg
3243751518;2324;NA;NA
3212382441;210522;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000000452969216_000.jpg
3222713462;32843;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000008952966222_000.jpg
61316434;25729;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000018902987359_000.jpg
71606074;268317;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000009502967765_000.jpg
62493178;55825;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000005502984552_000.jpg
3193202100;224094;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000012602976492_000.jpg
3242475312;17839;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000008702981514_000.jpg
60904537;226;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000012202964864_000.jpg
3201728958;134384;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000014552962812_000.jpg
3180270018;22160;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000015952966531_000.jpg
3212373701;73258;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000008802971555_000.jpg
3194013093;58099;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000017952972595_000.jpg
3243535807/3231524079;1302;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000014452963576_000.jpg
70029979;0;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000005352979790_000.jpg
3223312534;27055;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000003502971931_000.jpg
3193289532;205676;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000012402965628_000.jpg
3214194944;28680;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000002902980632_000.jpg
MC89549;10979;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000007052980591_000.jpg
3245078136/3204499968;4729;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000008952958620_000.jpg
3212355207;101941;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000007552972609_000.jpg
3213455752;14384;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000010902973638_000.jpg
3171071592;22579;L101;PSP_EXTRATLEITIMPL_200526_0352_20000000008402961629_000.jpg
3160030630;715562;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000019202985232_000.jpg
3220255050;25123;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000002302960955_000.jpg
B68045;10316;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000005552981134_000.jpg
3200183079;133;P111;PSP_EXTRATLEITIMPL_200526_0352_20000000004902990140_000.jpg
3223311384;30108;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000002352962946_000.jpg
3172232522;6409;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000015952949884_000.jpg
3210648622;670;T181;PSP_EXTRATLEITIMPL_200526_0352_20000000010802951902_000.jpg
3181670109;40764;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000014152962554_000.jpg
V82519;90373;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000019752965853_000.jpg
3201336359;6525;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000016852974939_000.jpg
3011151317;13502;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000004452989927_000.jpg
3222107430;4508;NA;PSP_EXTRATLEITIMPL_200526_0352_20000000016852977930_000.jpg
