Numero do medidor;Posicao do medidor lida;Nota de Leitura Atual;Foto do medidor
5260132433/MD48786;75;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000001002960796_000.jpg
3193035328;19812;T111;NA
3212552908;22046;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000011052976166_000.jpg
3010099943;72729;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000014402968551_000.jpg
640193239;51;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000002302990210_000.jpg
50831795;45704;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000015802963181_000.jpg
50948390;29;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000004502976696_000.jpg
640184892;50243;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004753005128_000.jpg
640075775;11465;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000003253004103_000.jpg
3225948665;2062;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004502981443_000.jpg
3142049901;7760;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000008802976396_000.jpg
3245100280/3242406698/3223605647;4026;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000012452966417_000.jpg
3213608150;1645;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000017152997385_000.jpg
3211657790;1649;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000007102977392_000.jpg
40966064;14030;B131;PSP_EXTRATLEITIMPL_220526_0408_20000000004453010072_000.jpg
40966030;11920;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000007652951960_000.jpg
3151060683;9988;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000016902993585_000.jpg
MV30229;19550;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000019352970946_000.jpg
3243531674;278;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005152985972_000.jpg
3130272168;74504;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000017752973978_000.jpg
3231035140;50058;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000018502961987_000.jpg
3192180910;504662;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000003452982228_000.jpg
3224569032;2377;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000019402988305_000.jpg
F07143;2617;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000013702976232_000.jpg
3190789143;8539;B111;PSP_EXTRATLEITIMPL_220526_0408_20000000017502994024_000.jpg
Q86243;265;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000009302979056_000.jpg
3132175925;14412;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000000852944975_000.jpg
3160934505;9487;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012452951886_000.jpg
60592640;1189;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000005303002019_000.jpg
3180780881;3785;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000002502983803_000.jpg
5257463348/50340392;264;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000017002994784_000.jpg
51644565;33615;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000013802977185_000.jpg
3171543036;22566;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015602956932_000.jpg
3132348447;156867;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006752963949_000.jpg
6251146762/3172758427;0;T161;PSP_EXTRATLEITIMPL_220526_0408_20000000010352985000_000.jpg
3212545332;15579;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000011802987284_000.jpg
3223410145;14578;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000009002982298_000.jpg
3231032133;22553;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000003502996276_000.jpg
3141749241;59300;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012302985304_000.jpg
3153696879;163044;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000007902980287_000.jpg
3154880703;209584;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000019102986309_000.jpg
3212368104;31694;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000001452992301_000.jpg
3220991201;8431;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006152980607_000.jpg
3161542538;44751;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000006952987287_000.jpg
3212357412;18534;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000009752983000_000.jpg
3212621144;127044;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006952965961_000.jpg
3154852904;29217;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000016952998019_000.jpg
3212740496;4270;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000002502987594_000.jpg
3182525293;43269;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012802951969_000.jpg
3130489736;4833;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000002502993255_000.jpg
3202751341;1560;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004802996323_000.jpg
3224640233;817;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005802986055_000.jpg
3200016261;6638;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000003302994273_000.jpg
MV10886;17683;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000002852987082_000.jpg
6251546841/3221289756;150;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000008402970157_000.jpg
3242795228;1405;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004152988403_000.jpg
3223991385;1148;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000002152967752_000.jpg
3222289849;471;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004552995000_000.jpg
50825930;86966;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000013802968648_000.jpg
3242474103;43855;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000008852976531_000.jpg
3231749534;2575;NA;NA
3212900043;4567;NA;NA
MG71821;11043;M141;PSP_EXTRATLEITIMPL_220526_0408_20000000003352965663_000.jpg
3191840819;1561;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000010802963773_000.jpg
3223308316;38;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000003752976268_000.jpg
91037807;1;B111;PSP_EXTRATLEITIMPL_220526_0408_20000000004152995058_000.jpg
3142789247;48;B111;PSP_EXTRATLEITIMPL_220526_0408_20000000013952973020_000.jpg
3222245590;99;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000008152980178_000.jpg
3242036874;74;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000019552999174_000.jpg
5256516294/3171142007;1035;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000015602956933_000.jpg
3193315690;3279;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000002302976770_000.jpg
3192834413;343;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000013452964870_000.jpg
3172620247;11197;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000001902983622_000.jpg
3241578886;13796;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000000802968531_000.jpg
MH30989;32609;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012902968647_000.jpg
3193870200;19710;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005053007075_000.jpg
3191288580;60394;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005702992000_000.jpg
3190989398;5867;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000002002999288_000.jpg
3182457859;3353;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004203002020_000.jpg
3225056381;4612;NA;NA
3202428761;3598;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005552974528_000.jpg
3150471671;5785;NA;NA
3140844968;7911;NA;NA
3243406764;292;B111;PSP_EXTRATLEITIMPL_220526_0408_20000000018002973927_000.jpg
MG55498;26642;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000010352984003_000.jpg
3141221077;10070;NA;NA
MD78830;28903;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000010502976358_000.jpg
3213011323;5760;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000008152977405_000.jpg
30666534;35092;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000003352969464_000.jpg
650174542;9538;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000003252989750_000.jpg
3010076889;8319;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005802983297_000.jpg
3010233595;18481;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000001502983300_000.jpg
3120882936;705;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000011552956878_000.jpg
3225018765;436;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006652985504_000.jpg
3242083988;1676;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000018502975661_000.jpg
3225031184;49157;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000000102959870_000.jpg
6250975005;161;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000017752972985_000.jpg
30154800;97415;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012202978152_000.jpg
3223328473;16598;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000000852964696_000.jpg
3211925328;9281;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000014102943952_000.jpg
3231461050;1;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000011552956877_000.jpg
3224061128;11204;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000018752968857_000.jpg
3154159630;8589;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000000752967661_000.jpg
70175894;71822;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004752985989_000.jpg
3233109621;1227;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000018102995070_000.jpg
3202623343;1825;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000011502972709_000.jpg
3194023196;44827;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000009102954953_000.jpg
3172770761/3211125062;11603;NA;NA
3231449123;19825;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000006002973777_000.jpg
3231113303;9492;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000005102989909_000.jpg
3212655006;32108;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000014002974052_000.jpg
3223600530;250;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000000802958890_000.jpg
5257624244;339;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006502984797_000.jpg
3201569876;16736;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000003802992118_000.jpg
3214017716;6728;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000007602956939_000.jpg
5257760016/3244097064/60996873;627;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000004102985016_000.jpg
3204608376;16370;T181;NA
6251615550/3243314070;1724;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000004002967893_000.jpg
3131891554;75254;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004302969962_000.jpg
3183374981;14667;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000009552967563_000.jpg
3231112188/640336919;49804;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000007452974677_000.jpg
3121757094;48653;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000000452961654_000.jpg
3181253192;54;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000000402968947_000.jpg
3223328384;32539;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000007802981575_000.jpg
3154893317;10615;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000016102963309_000.jpg
3202353214;33351;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000009102978005_000.jpg
3182930287;3906;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000002053002069_000.jpg
3161390983;11949;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000011602952840_000.jpg
3200348329;149;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000008852961917_000.jpg
3213256997;10197;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000019702960875_000.jpg
3183229639;5424;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000000002973939_000.jpg
3244309452/3221457470;9935;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000004602997982_000.jpg
3203793552;5636;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000002053002071_000.jpg
3151463982;10058;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000003552992121_000.jpg
640239700;34315;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012402956887_000.jpg
X83383;12282;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000009052950899_000.jpg
3212726051;110650;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000000752962809_000.jpg
C27573;3625;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000008002947955_000.jpg
3232029470;1204;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000016602988956_000.jpg
3242532057;89316;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000016052967889_000.jpg
3010010428;5911;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000017003005198_000.jpg
3223300064;12049;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000015502948976_000.jpg
3210788270;5830;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000011102971162_000.jpg
W67180;209;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000016502975001_000.jpg
3223346269;9040;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000011652985001_000.jpg
50855953;67357;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000013402995000_000.jpg
61204628;848;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000013602979002_000.jpg
3213829385;2881;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006502972944_000.jpg
6250634437/3242513559/3242696815;6430;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000016452989020_000.jpg
5260297890/3211705581;6327;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012202979035_000.jpg
3202402940;3129;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004902989176_000.jpg
3181492693;24313;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000004902983580_000.jpg
91538474;264;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000014152964566_000.jpg
F94276;98340;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000003502986798_000.jpg
205445;5356;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000001953001003_000.jpg
3241965898;2856;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000008552961909_000.jpg
60724725;52455;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000008852973662_000.jpg
3192155850;275834;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000018052974373_000.jpg
3225439604;7629;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000017702999080_000.jpg
40782303;15853;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000016202967563_000.jpg
300460B;460170;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000016252960887_000.jpg
3201136902;12454;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000013052961806_000.jpg
51551990;17773;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000016852998106_000.jpg
3194013204;55472;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000018202964978_000.jpg
3231807500;591;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000007002974914_000.jpg
3153570573;7162;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005402974949_000.jpg
3010023297;11578;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000009852979589_000.jpg
51447352;14785;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000016702992680_000.jpg
3211145357;27053;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000017402983871_000.jpg
3193284646;19205;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004202979905_000.jpg
3200890999;1861;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000018402974768_000.jpg
3171987724;39805;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015402952937_000.jpg
3153159466;4326;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015502958905_000.jpg
3180708374;1761;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000000902958913_000.jpg
3220269204;17639;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000007902962891_000.jpg
5256565848/G10999;802;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000018352966906_000.jpg
3243887398;2559;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012252981052_000.jpg
3203904257;62039;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000010952958820_000.jpg
58637B;354875;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000011552954906_000.jpg
MB95794;63276;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000000502950922_000.jpg
3160027320;71446;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000000102976058_000.jpg
3193864030;6487;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000002902993090_000.jpg
3182966060;4543;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000009802958846_000.jpg
71705609;73094;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012852979073_000.jpg
X23020;13548;B111;PSP_EXTRATLEITIMPL_220526_0408_20000000015602976556_000.jpg
3160405863;92214;M101;PSP_EXTRATLEITIMPL_220526_0408_20000000004853001693_000.jpg
3225914256;7679;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000018102984603_000.jpg
3213696814;41324;T111;PSP_EXTRATLEITIMPL_220526_0408_20000000015152981463_000.jpg
3181668872;10573;NA;NA
6250921860/3224317777;304;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006852973994_000.jpg
8073706;9581;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005652986031_000.jpg
300425B;985486;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000007102965905_000.jpg
3161175675;283;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000000152966734_000.jpg
3205482929;42479;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006302984528_000.jpg
3132598621;904;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000009002979610_000.jpg
3120465715;65408;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015202978525_000.jpg
3161614857;1410;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000010502978199_000.jpg
3172775950/5256935467/3172775950/3203589343;20395;NA;NA
3192153742;21561;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004402984331_000.jpg
3203932234;51387;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000016002945971_000.jpg
X23958;17199;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000019702971531_000.jpg
3011107356;558;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000003503003022_000.jpg
3011093964;13868;NA;NA
3211125135;57798;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000012852968645_000.jpg
3204064333;47984;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000017502988444_000.jpg
3210134319;6079;NA;NA
640135697;8827;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000007252990160_000.jpg
L58617;34002;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006302978754_000.jpg
3242618270;270;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000013202967728_000.jpg
N052992;34809;NA;NA
3222411490;10605;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000003952970668_000.jpg
MD84263;152;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000008702964959_000.jpg
3154310222;8728;M141;PSP_EXTRATLEITIMPL_220526_0408_20000000008602985271_000.jpg
3190940100;1;NA;NA
3142655046;5287;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015752958854_000.jpg
3205392555;87116;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000001152976376_000.jpg
3212088950;19556;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000001452996085_000.jpg
3241062391;10933;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000018602994026_000.jpg
5256958653/3220266680;8794;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000010552953917_000.jpg
3010097657;3189;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012452969280_001.jpg
3243786559/3183370757;6492;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000010902982210_000.jpg
81711097;15715;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000017302998408_000.jpg
3160344007;50887;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015252986377_000.jpg
3181042329;24130;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000005253000668_000.jpg
61505601;17256;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000017602985004_000.jpg
3210060781;6083;NA;NA
T47807;9127;B111;PSP_EXTRATLEITIMPL_220526_0408_20000000010452958858_000.jpg
3204761832;3908;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015852966604_000.jpg
6251199530/3233371105;949;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015352987033_000.jpg
3222479443;825;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000009752958948_000.jpg
3010200952;8556;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000009052974097_000.jpg
3220256595;8968;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000011152969667_000.jpg
3170377965;10748;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000017852986689_000.jpg
3191394975;7476;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000013852977432_000.jpg
5257333142;623;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000012102982272_000.jpg
6250634062/3181040938;16898;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000018752976647_000.jpg
82950303;61912;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000011952967616_000.jpg
3183139540;93558;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000004552979651_000.jpg
3200961624;78028;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000016502962632_000.jpg
3241239887;13123;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000000752977003_000.jpg
3212720401;74220;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000018852963992_000.jpg
3233157073;2793;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000008902976048_000.jpg
50684067;653;P111;PSP_EXTRATLEITIMPL_220526_0408_20000000003752980035_000.jpg
3154593534;18379;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000007052995012_000.jpg
3161783365;9496;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000001702968774_000.jpg
156270B;13042;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000006402980161_000.jpg
3130496970;37231;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000003102988647_000.jpg
3241647594;5261;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000016052986001_000.jpg
3203789601;15796;NA;NA
H96026;21253;L101;PSP_EXTRATLEITIMPL_220526_0408_20000000000152968599_000.jpg
3171690357;5615;NA;NA
3220275336;59798;T181;PSP_EXTRATLEITIMPL_220526_0408_20000000017252977959_000.jpg
3191694758;15313;NA;NA
3205272690;3327;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000015402975003_000.jpg
3130612562;11585;NA;PSP_EXTRATLEITIMPL_220526_0408_20000000000752974189_000.jpg
